GeneID,x1,x2,x3,x4,x5,x6,x7,x8,x9
GADD45A,0.8908056971604346,0.9988077105509996,0.8634742344843479,1.3899597277588454,2.045704401792173,2.7273859307092425,1.4988076424874623,0.8912536330000512,0.8655794865956753
SFPQ,0.9937090448942476,0.9381767927673956,0.9712092496015462,1.0385262521074206,1.0465742568477243,1.1026655866468276,1.806397948792845,2.0468271941280025,1.333727087197789
ANGPTL4,0.9889693662398996,0.8614007211460604,0.8636181547750258,0.8400520441811321,1.060641684708346,4.364889363858067,11.40723708518288,3.20889927806372,1.3730743204002869
RBM12,1.1797254317740935,1.1139332598848724,1.0750096826394488,1.3667263974163195,1.3000270560056166,1.68183346421531,2.2758039862718227,1.445714298224578,0.7848228680984137
CYP1B1,0.9518582314344533,0.8821491300722878,0.8605593434103105,0.8594868065484209,1.439750761984613,2.3157774547496364,5.6490343454944885,1.8367169221428523,1.2691852870164475
TXNIP,0.7280872202680508,0.7285040493979612,0.7797760688071316,0.6688765705698579,0.7333921257906211,0.8323566402996323,1.665612594638947,1.4430558421324209,1.042220102428994
SMAD7,0.9748320517162,1.01930881225183,1.0985156613797569,1.1397622679891677,1.814024628583111,7.034242635507185,2.652142594630615,1.3688720856449057,1.0930068597727782
LANCL2,1.0824094892075056,1.1290202193422454,1.1975545255862508,1.180016004580244,1.1167133275855452,1.4706622639752611,2.126510380264111,1.824445746868224,1.2424689280946817
IL11,1.0758928751486097,1.2148638253320632,1.0033991861805285,1.4140210182889552,1.0481648665081191,0.9419724843221806,0.356762846538452,0.3055053171551795,0.4044152789653359
SRSF6,1.1555671316437264,1.1311992000083395,1.182591749209341,1.9058992022663896,1.5209474892731345,2.221221576953164,2.448850851436885,1.444309105925764,1.0070018088854746
KLF10,0.9346131016489247,0.8919844153459325,1.0157476678453952,0.7668021175272772,1.2886002878323928,4.344358081549253,1.5685099798211115,1.343798479309871,0.9745587891316396
DMBT1,1.079311328267165,1.1057304528349976,1.040206480947471,1.0749612245106743,1.0153661102773572,0.7679956188100255,0.5218585135818209,0.1524180467376087,0.2946840496921731
TUFT1,1.2398551114179712,1.295811568263024,1.1691153957995846,1.2802707481439664,1.3482342757057983,1.8878246017343407,2.1950677553640623,0.971915800846062,0.9058681937656058
SLC30A1,1.4454324338624789,1.4332879783427737,1.3396643954272565,1.7856249479339112,1.5245316519529852,2.513408337484936,3.5780276402821984,1.2912263254722565,0.9715763220796688
TOE1,1.2228185475073257,1.1341567338002805,1.0434689338112306,1.4104663447354595,1.1666539465004448,1.4797764112997682,1.830240950726139,1.3376001601966454,1.0177522186811814
PNRC1,0.7278000243232811,0.643102009866677,0.7729942066636071,0.7066562994244378,0.6682649676720211,0.5880024610357261,0.6233888229273741,0.5871185660763416,0.983383763431609
PDE4B,1.133376297849711,1.0643708962914007,1.2294814394327525,1.7965247810911462,1.1368923205656938,0.4225339479458658,0.1543329371278222,0.5429736393203284,0.7122581472782736
SGK1,0.8222059245839736,0.7743191994075492,0.7933250631089226,1.7161028779159735,1.8637857250349792,1.82848804797219,1.1791749699571783,0.9108944199870472,0.7255554103023586
GADD45B,0.9911100167841934,0.9816112989828032,0.944479687112,1.144382022128961,1.3976321679814838,2.387624548016334,1.2386153386144425,0.8668505770400546,0.8273592583908806
DUSP5,0.778644880500886,0.745581045965736,0.7572190392154141,0.4819599720601678,0.9495345699521226,1.0067458110247107,0.8020712096541148,0.7863505734055533,0.9350237387554976
