GeneID,Psite,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
A2M,,1.3006761677401657,1.3526850501055214,1.414654486427498,1.447428565226513,1.4383210746415127,1.4083659655431862,1.3819944240902844,1.3675581426592474,1.3619687686105597,1.3603710867861474,1.3600274312539444,1.3599712054191444,1.359964159461519,1.359963479996549
AAMP,,1.0863080839032606,1.09639885116959,1.122511130612035,1.156162131460672,1.1844502914623931,1.1949491714442513,1.185050687357754,1.1665915380436132,1.1556934509329198,1.1582990870930503,1.1675433940969897,1.1731825942834946,1.171214572201489,1.164651604765438
AARS1,,0.8978528481405698,0.9551993240218816,0.9818288622973016,0.9375453676779378,0.894930231683282,0.90859566828576,0.9317288907823577,0.9191709310027568,0.9103418272345042,0.9312291658159496,0.9408485608680212,0.9171535067995442,0.8984198251614066,0.91229616928924
AARS1,A_1,1.1286212468656065,1.1286211297822235,1.1286106646355651,1.1282708488665956,1.124359922232258,1.1096484502763115,1.0975112959021478,1.1096484507765427,1.1243600462576926,1.1282820521692645,1.1289818379856178,1.1331513130201332,1.149066461658471,1.1625273565583971
ABL2,,1.2160667456879088,1.1498847124805942,1.0796952665867978,1.0509472720424122,1.065708736464004,1.0833706520723712,1.0704270190076546,1.048729872581592,1.0702816192509843,1.154836607260585,1.2564779565746882,1.2940195175705351,1.2456680103967757,1.1706524071587654
ABL2,M_434,1.1573846235088563,1.1532970570520575,1.1706685054746817,1.2040876600751689,1.24234985282892,1.2769956714031536,1.3028501229154723,1.3114822516161793,1.2946802721293795,1.2618895393965974,1.2432321112079818,1.2615449004836372,1.3043714831070377,1.3327966700113194
ABL2,S_620,1.558746569171514,1.5472148959125296,1.5184784407464187,1.490610435821481,1.4831730485495482,1.5009637202078516,1.5300676498382626,1.5460807656418196,1.5308496039185553,1.4893577625468897,1.4489768987643874,1.4367531699628409,1.4571772485586687,1.4911490922486648
ABL2,S_936,0.4935881545045317,0.4945010401394651,0.4979427742646071,0.5026383662995797,0.5065665583599334,0.508342328477868,0.5076570876724442,0.505149775250743,0.5021607683157776,0.4999166082535525,0.4985434951980375,0.4972356097754435,0.4955930602083752,0.4943283965609376
ABL2,Y_439,1.4897442170773456,1.5025359480332363,1.5165165563912608,1.514367059706042,1.4849188133163236,1.4374020868754398,1.39823558446451,1.3942268608682964,1.4370869800349164,1.5145123418358704,1.591206214774329,1.6293892886120422,1.618892980155259,1.5813146871509127
ACAA1,,1.2332849626169549,1.194327260250879,1.139617178403758,1.122085353431446,1.132712683405117,1.1056523445626425,0.9978384463166344,0.8547046625909931,0.7535285844604982,0.7267155218337551,0.7586375671281158,0.8127954995132248,0.8627751616612643,0.9041093709471106
ACADM,,1.0215155382416825,0.9813671350153864,0.9849830443094147,1.0305716570502914,1.082564236196236,1.0948122692603215,1.0532866885630927,1.0018769554057985,0.9920442788565584,1.017487866762195,1.0183601464382437,0.9627918228516152,0.8955032082115197,0.8716518065424652
ACADSB,,0.813053423229572,0.7991256060667571,0.8096566223772715,0.851922625970144,0.9035335316366024,0.9275007182432754,0.919834088281006,0.9142777969491724,0.9338209440971692,0.9623079837075724,0.9621297782438436,0.9205720320874952,0.8681311870453619,0.8404448802583859
ACADVL,,0.9547261155776504,0.9181226204956394,0.9258280583072912,0.9622511538152178,0.9787922205202312,0.9633532906032968,0.9454170977034964,0.941251893620915,0.9496669615180288,0.9706403608387436,0.9880265294719084,0.9713893499835816,0.9293305415955616,0.907336825702572
ACAT1,,0.9451218408355312,0.966085993816886,0.9803209113286812,0.969612666320116,0.9580528622284172,0.970256717179624,0.9930101009849162,1.0086043603744803,1.021691046231464,1.0247932798629096,0.9955912541181704,0.9480837668849696,0.9245993585402756,0.9401313784174646
ACAT2,,1.037712908844971,1.0211908196270167,1.0069628067591274,1.0072428995696625,1.033591238507231,1.0750994993729088,1.06199078078907,0.959465398867908,0.8614630880313494,0.8526027322593845,0.9105399355452276,0.9575357812623516,0.96252404172718,0.9550578814783712
ACAT2,A_1,2.166658170639109,2.0865936474440194,2.0377707113057264,2.037443046673651,2.082631453234372,2.159716622556189,2.259936812798026,2.381437015760466,2.5176337936023074,2.6500215293851106,2.7522083343973502,2.798168969368079,2.7737811483083945,2.689910138224939
ACLY,,1.0025172989292823,0.991198204325244,0.9911919264935528,0.9694795128624928,0.9714009122350008,1.027108392576552,1.041459854701371,0.9566514056536624,0.8824900896284558,0.88347998046936,0.8988817365541297,0.875782068123834,0.8550068623881872,0.8835105804756752
ACLY,M_474,0.8442188845134138,0.7941801591434573,0.7853263376193756,0.8362892515512784,0.9395809432309502,1.0606286173756438,1.1468023988718925,1.1589036100076382,1.101702113553807,1.0106414750518076,0.9165668627463068,0.8375507278931172,0.7875673719482607,0.7751109429947097
ACLY,S_455,0.9353757969529228,0.9197820610136704,0.9090923963461393,0.9190252183562164,0.9189228237033404,0.8686375558575337,0.7843758288798922,0.7250639664245594,0.7317299175606405,0.8075263660470468,0.911444276576814,0.9629492856516564,0.916124616397867,0.8209951942150809
ACLY,S_481,1.3443870717000992,1.373694279633222,1.431175024460254,1.4498116307380533,1.4074811850172964,1.3764073977771554,1.467692580162833,1.7323794370949448,2.0702268027104997,2.253152921520144,2.189655512541021,2.003532589082921,1.818752841314431,1.684226190135932
ACO1,,0.9158665230233276,0.944229144852006,0.975236055796434,0.9578116261090392,0.9131663600924432,0.8976865138641544,0.8978885383817823,0.8741641931893059,0.8612117611300175,0.904665995164552,0.958720145858913,0.9475251748773996,0.9034199987405755,0.903144929137114
ACO1,A_2,0.4919345099672667,0.4900453585750527,0.4887274030065768,0.4879872638544096,0.4878821362013769,0.4888536161048018,0.4910905947731859,0.4944653693419677,0.499128784308087,0.5048070663389255,0.5096270829673928,0.5112110239075564,0.5090808756374413,0.5049839421704292
ACO2,,0.969898786811513,0.9591987434198636,0.9617804269308324,0.9732237382126852,0.9739797741522892,0.9490360643777516,0.9171625017127946,0.91389351373488,0.9327591562679732,0.9174992308065116,0.8554714457469923,0.8175319594355441,0.8545976148851373,0.935575050444074
ACOX1,,1.1430426544781145,1.121614960932204,1.20255709342981,1.3741711011259488,1.5284181540607138,1.5557569677478809,1.4737780925077084,1.3446711756282783,1.214078278295916,1.1645011134002303,1.2814411564366033,1.5551426948018423,1.7982079261591477,1.8053557467434336
ACP1,,0.6913836775331867,0.7582131988581607,0.8054077189765189,0.801922285101719,0.7804787913917685,0.7781990045922057,0.7936311086325142,0.8086913542613412,0.8068332983747581,0.7748988257707027,0.7282045182665732,0.7146986316100526,0.7673188175821658,0.8635576080289523
ACTB,,0.8685317305914476,0.930607859486146,0.957785645127892,0.9293903232958076,0.9063461599515028,0.9187079768076688,0.9310987710546752,0.9244883897610332,0.9250089826128922,0.950525641465997,0.981263003054846,0.9743978523089204,0.92318697791402,0.8786430934873061
ACTB,M_119,0.7286650682699181,0.7768935583444377,0.8462402539715743,0.8918423930810221,0.8989914763524435,0.8877404209874741,0.8669077086744208,0.827890491539971,0.7852055121725923,0.7867315528041094,0.8799358795211925,1.0745969486186269,1.293587173748962,1.3854355245886942
ACTB,M_123,3.3569838829091285,3.439823075453277,3.763037708846117,4.145069423942856,4.6135361397669135,5.158532062560689,5.257935831578973,4.411212691263411,3.271034895089325,2.7767972505085243,3.2032325594146243,4.490084009845273,5.992476628654754,6.544944745860402
ACTB,M_153,1.788649304957298,1.8892718423685864,1.9385108433746805,1.9163389285191836,1.8382726309482715,1.719277422914227,1.572561128830431,1.4382408150282553,1.3648138964852197,1.3580597028976578,1.3767289754551926,1.391500353552665,1.4248921961503405,1.5015843507673343
ACTB,M_16,1.111872111210546,1.0916227274341326,1.079512158044166,1.089294065079971,1.090348512418748,1.047619189603628,0.9818509858684876,0.9535012056575878,0.9947886667606302,1.0626416502017677,1.04800846341526,0.9108878171366724,0.7553879737691018,0.6807427693405773
ACTB,M_190,1.1180182454043202,1.1877517615977495,1.2730460777955617,1.3229391932128087,1.3240882964420293,1.2982369595980172,1.2549855459257997,1.1952121164813754,1.1577129824015913,1.204157391890642,1.3498063072175674,1.5175578618293533,1.5863813093276715,1.5295790869374122
